smiles,model_name,mol_idx,descriptor:MW,descriptor:nHeavyAtom,descriptor:TopoPSA,descriptor:SLogP,descriptor:nRot,descriptor:nRing
C1C(N(C(=O)c2nc(-c3sccc3)sc2)CC(OCC)=O)C1,MOSES sample,5480,336.438,22,59.5,3.0393,6,3
CC(C)(C)C(NC(=O)CCn1cnc2sccc2c1=O)C(N)=O,MOSES sample,5481,336.417,23,107.08,0.8643,5,2
C1COc2c(c(ccc2C(NC(C(N(C)C)=O)(C)C)=O)Cl)O1,MOSES sample,5482,326.78,22,67.87,1.7078,3,2
Cc1ccc(c(c1)C1(CCCC1)C(=O)NC(CO)(CO)CO)C,MOSES sample,5483,321.417,23,89.79,0.94714,6,2
c12c3ccccc3oc2c(C(OCCOC)=O)ccc1,MOSES sample,5484,270.284,20,48.67,3.3892,4,3
c1cc2c(nc1NC(=O)C(N1C(=O)c3c(C1)cccc3)C)cccc2,MOSES sample,5485,331.375,25,62.3,3.2178,3,4
c1cc(cc(c1NC(=O)c1ccc2n(c(nc2c1)C)-c1ccccc1)C)O,MOSES sample,5486,357.413,27,67.15,4.60024,3,4
C1CNC(c2c1c(F)cc(c2)F)c1cnc(cc1)F,MOSES sample,5487,264.25,19,24.92,2.734,1,3
C12(NC(=O)CNC(c3ccccc3)=O)CC3CC(CC(C3)C2)C1,MOSES sample,5488,312.413,23,58.2,2.5014,4,5
N#CC(CCc1ccccn1)C(=O)N1CCCCC1,MOSES sample,5489,257.337,19,56.99,2.16648,4,2
C(C)(c1nc(NC(=O)c2cc(C)n(C)n2)sc1)C,MOSES sample,5490,264.354,18,59.81,2.56072,3,2
Cc1nc2ccc(NC(=O)CCc3ccc(C#N)cc3)cc2o1,MOSES sample,5491,305.337,23,78.92,3.5792,4,3
Cc1c(S(=O)(Nc2ccsc2C(=O)N)=O)cc(cc1)C,MOSES sample,5492,310.4,20,89.26,2.26464,4,2
n1n(CC(Nc2nccc(C)c2)=O)c(C(CC)CC)nc1CC,MOSES sample,5493,315.421,23,72.7,3.08622,7,2
n1c(scc1CN1CCN(CC1)CCO)-c1sccc1,MOSES sample,5494,309.46,20,39.6,1.9815,5,3
C(F)(CNC(C(N)=O)c1cc(cnc1)Br)(F)F,MOSES sample,5495,312.089,17,68.01,1.5224,4,1
O=S(=O)(N(CCO)CCO)c1cc(c(Cl)cc1C)C,MOSES sample,5496,307.799,19,77.84,0.93214,6,1
C1CC(CC1)CCC(N(c1ccc(cn1)Cl)C)=O,MOSES sample,5497,266.772,18,33.2,3.6682,4,2
CCC(C)C(C)NC(=O)c1cnn(-c2ccc(F)cc2)c1C,MOSES sample,5498,303.381,22,46.92,3.48422,5,2
n1cnn2c(cc(C3CCN(Cc4cscn4)C3)[nH]c12)=O,MOSES sample,5499,302.363,21,79.18,0.8636,3,4
c1c(C)cc(OC)c(c1C)C(NCCC(OC)=O)=O,MOSES sample,5500,265.309,19,64.63,1.60494,5,1
C1CCC(=O)N1Cc1oc(SCc2ccc(cc2)F)nn1,MOSES sample,5501,307.35,21,59.23,2.6234,5,3
FC(F)(Oc1c(c(c[nH]c1)Br)=O)F,MOSES sample,5502,257.993,13,42.09,2.036,1,1
CCOc1ccccc1CNC(=O)COc1cccc2c1CCC2=O,MOSES sample,5503,339.391,25,64.63,2.9094,7,3
CC(c1cc(c(cc1)OC)C(=O)CCC(=O)OC)C,MOSES sample,5504,264.321,19,52.6,2.9545,6,1
N(C1CC1)C(Nc1cc(OC)c(cc1Br)OC)=O,MOSES sample,5505,315.167,18,59.59,2.7502,4,2
C(OCCc1cccs1)(c1cc(C(C)C)nn1C)=O,MOSES sample,5506,278.377,19,44.12,3.0045,5,2
c1(nnc(c(C#N)c1C)NCc1cc(N(C)C)ccc1)C,MOSES sample,5507,281.363,21,64.84,2.64322,4,2
c1(ccc(cc1)-c1cc(F)cc(c1)F)C(NCc1cc(on1)C)=O,MOSES sample,5508,328.318,24,55.13,3.85822,4,3
c1(NC(c2c(c(C)n(C3CC3)c2C)C(=O)C)=O)ccc(cc1)C,MOSES sample,5509,310.397,23,51.1,4.20316,4,3
C1C(NC(c2ccc(=O)n(C)n2)=O)(CCCC1)c1noc(C)n1,MOSES sample,5510,317.349,23,102.91,1.06112,3,3
Cc1ccc2[nH]cc(NC(=O)N3CCC(C)CC3)c(=O)c2c1,MOSES sample,5511,299.374,22,65.2,3.10032,1,3
c1(ccc(COC)(c2ccccc2F)C(=O)N)ccccc1,MOSES sample,5512,,,,,,
c1cccc2c1C(=O)N(CCC(NCCCc1ncccc1)=O)CC2,MOSES sample,5513,337.423,25,62.3,2.219,7,3
c1c(N)cc(c(c1)C(=O)NC(C)C(NC)=O)Cl,MOSES sample,5514,255.705,17,84.22,0.7865,3,1
C(NC(C)C)(=O)CCc1ccc(cc1)NC(C1CC1)=O,MOSES sample,5515,274.364,20,58.2,2.4923,6,2
O=C(c1c2CCCCc2cs1)Nc1cc2c(cc1)n(C)c(n2)C,MOSES sample,5516,325.437,23,46.92,4.07432,2,4
COc1ccc(C(C)NC(=O)c2ccc(=O)[nH]c2)cc1,MOSES sample,5517,272.304,20,71.19,1.8745,4,2
s1c(CCCC(=O)Nc2cccc(Cl)c2F)ncc1,MOSES sample,5518,298.77,19,41.99,3.897,5,2
O=c1n(c(ccc1C#N)C)CCCOc1ccccc1,MOSES sample,5519,268.316,20,55.02,2.4975,5,2
CCOc1ccccc1-c1nc2ccccc2n1CC(C)O,MOSES sample,5520,296.37,22,47.28,3.4828,5,3
c1c(C(=O)c2oc3ccccc3c2N)c(F)ccc1,MOSES sample,5521,255.248,19,56.23,3.3851,2,3
c1cc(OC)ccc1-c1c(n2c3CCCc3sc2n1)CCO,MOSES sample,5522,314.41,22,46.76,3.0949,4,4
CN1CC(NC(=O)Cn2c(c3cc4occc4n3c(n2)C)=O)CC1=O,MOSES sample,5523,343.343,25,101.85,-0.10248,3,4
CC(C)(C)N(Cc1ccccc1)C(=O)Cn1cc(-c2ccccc2)nn1,MOSES sample,5524,348.45,26,51.02,3.7724,5,3
N(c1cc(Oc2ncc(cc2)C#N)ccc1)C(C)=O,MOSES sample,5525,253.261,19,75.01,2.70398,3,2
Cc1ccc(CCC(=O)Nc2ccc3c(c2)OCCCO3)o1,MOSES sample,5526,301.342,22,60.7,3.32062,4,3
Clc1c(O)ccc(C(Nc2cnc(OC)cc2)=O)c1,MOSES sample,5527,278.695,19,71.45,2.7015,3,2
c1c(cc(-c2c(c3c(cc(cc3)O)oc2)=O)cc1)O,MOSES sample,5528,254.241,19,70.67,2.8712,1,3
c12n(cnc1cc(-c1cc(c(F)cc1)N)cc2)C1CC1,MOSES sample,5529,267.307,20,43.84,3.7595,2,4
C(CC)(Nc1ccnc(-c2ccc(OC)cc2)n1)C,MOSES sample,5530,257.337,19,47.04,3.3626,5,2
O(C(=O)c1c(C)noc1-c1ccoc1)CC(N1CCCC1)=O,MOSES sample,5531,304.302,22,85.78,2.02222,4,3
[nH]1ccnc1-c1ccc(cc1)NC(N1CCC2(OCCO2)CC1)=O,MOSES sample,5532,328.372,24,79.48,2.4475,2,4
N1(CCN(C(c2ccc(NC(=O)CCC)cc2)=O)CC1)C,MOSES sample,5533,289.379,21,52.65,1.8128,4,2
C(=O)(N1CCCC(C)C1)c1ccc(cc1)NC(=O)c1nccnc1,MOSES sample,5534,324.384,24,75.19,2.601,3,3
c1cc(C)ccc1NC(=O)C(C#N)Cc1cccnc1,MOSES sample,5535,265.316,20,65.78,2.711,4,2
c1c2c3N(CCC2=c2c(C(=O)C)c(=O)oc2=N1)CCCC23OCCO2,MOSES sample,5536,,,,,,
CCc1cnccc1C(=O)N(C)c1ccccc1S(=O)(=O)C(C)C,MOSES sample,5537,346.452,24,67.34,3.1027,5,2
Cc1ccc(C)c(OCC(=O)N(C)C(C)CC#N)c1C,MOSES sample,5538,274.364,20,53.33,2.75124,5,1
CCN(C(c1cccc2n3c(nc21)CCCCC3)=O)CC,MOSES sample,5539,285.391,21,38.13,3.2447,3,3
N(c1ccc(NC(=O)C)cc1)C(C(Sc1cccc(c1)C)C)=O,MOSES sample,5540,328.437,23,58.2,4.07272,5,2
c1cccc2c1nnn2-c1ncnc2n(ncc21)-c1ccccc1,MOSES sample,5541,313.324,24,74.31,2.5494,2,5
COCCN1CC(C(=O)NCc2cnn(C)c2)CC1=O,MOSES sample,5542,280.328,20,76.46,-0.4688,6,2
c1c2c(n(CC(Nc3sc(C(C)C)nn3)=O)c1)cc(Cl)cc2,MOSES sample,5543,334.832,22,59.81,3.9083,4,3
O=C1CCc2c1cccc2OCC(=O)Nc1ccccc1CC,MOSES sample,5544,309.365,23,55.4,3.3954,5,3
c1(c(nccn1)C#N)Sc1oc(-c2noc(c2)C)nn1,MOSES sample,5545,286.276,20,114.52,1.8459,3,3
c1cc(OC(C(N2Cc3c(C(C2)O)cccc3)=O)C)ccc1F,MOSES sample,5546,315.344,23,49.77,2.6688,3,3
N(C(=O)C1CCCC1)CCc1nc(Nc2ncccn2)sc1,MOSES sample,5547,317.418,22,79.8,2.5256,6,3
C=CCN1CCN(CC1)C(=O)COc1ccccc1,MOSES sample,5548,260.337,19,32.78,1.3956,5,2
c1(C)nc(sc1)NC(=O)C1CCC(N(c2cc(ccc2)C)C1)=O,MOSES sample,5549,329.425,23,62.3,3.14164,3,3
COCCOCc1cccc(NC(=O)C2CC3CCC2O3)c1,MOSES sample,5550,305.374,22,56.79,2.3556,7,3
c1c(S(NCc2c(cccc2)OC)(=O)=O)cn[nH]1,MOSES sample,5551,267.31,18,84.08,0.8968,5,2
C(C1CN(C(Nc2ccc(cc2OCC2OCCC2)cc2)=O)C1)O,MOSES sample,5552,,,,,,
CN(CCOc1ccccc1F)C(=O)c1ccc[nH]1,MOSES sample,5553,262.284,19,45.33,2.3048,5,2
C(Oc1ccc(cc1)C)CNS(Cc1ccccc1)(=O)=O,MOSES sample,5554,305.399,21,55.4,2.49342,7,2
C(C1CCCCN1C(c1ccc(OC)nn1)=O)CNC(=O)C,MOSES sample,5555,306.366,22,84.42,1.0061,5,2
c1c(C(N2CCN(c3nc4c(ccc(c4)Cl)o3)CC2)=O)ccnc1,MOSES sample,5556,342.786,24,62.47,2.8386,2,4
c1cc(cc(C(NCCN2CCOCC2)=O)c1)COc1cnc(cc1)C,MOSES sample,5557,355.438,26,63.69,2.03102,7,3
COc1c(cc(Br)c(C(N2CCOC(C)C2)=O)c1)OC,MOSES sample,5558,344.205,20,48,2.3272,3,2
FC(CN(CC)c1ccc(cc1N)C(N)=O)(F)F,MOSES sample,5559,261.247,18,72.35,1.7563,4,1
C(#N)c1c(OCC(Nc2c(C(=O)OC)cccc2)=O)cccc1,MOSES sample,5560,310.309,23,88.42,2.36238,5,2
c1(Br)c(ccc(c1)N)-c1sc(nn1)NC,MOSES sample,5561,285.17,15,63.83,2.5915,2,2
c1(nc(nnc1C)SCc1ccccc1)CC,MOSES sample,5562,245.351,17,38.67,3.03472,4,2
c1(C(=O)OC)c(scc1)NC(=O)Cn1nc(nc1C)C,MOSES sample,5563,294.336,20,86.11,1.38174,4,2
c1c(C)cc(cc1)Oc1nc(ccc1CNC(NCC(F)F)=O)C,MOSES sample,5564,335.354,24,63.25,3.55504,6,2
Cc1onc2c(N3CCC(c4nc[nH]c(=O)c4)CC3)ncnc12,MOSES sample,5565,312.333,23,100.8,1.39352,2,4
CC(C)CNC(N1CCN(CC1)CC(NCC)=O)=O,MOSES sample,5566,270.377,19,64.68,0.1057,5,1
COc1cc(C)c(Cl)cc1n1ccnc1SCC#N,MOSES sample,5567,293.779,19,50.84,3.4584,4,2
COc1cc(c(C(=O)NCc2ccc(C(F)(F)F)cc2)cc1)OC,MOSES sample,5568,339.313,24,47.56,3.6526,5,2
Cc1cc(Br)cc(C)c1NCC(=O)Nc1cc(C)no1,MOSES sample,5569,338.205,20,67.16,3.41296,4,2
c1(ccncc1)C(N1CCCC1c1[nH]c2ccccc2n1)=O,MOSES sample,5570,292.342,22,61.88,2.9352,2,4
FC(F)(F)C1CN(C(=O)C2N(CCC2)C(=O)N)CCC1,MOSES sample,5571,293.289,20,66.64,1.3304,1,2
c1(c(C)[nH]c(=O)c(C#N)c1)CCC(=O)NCc1cc(ccc1)OC,MOSES sample,5572,325.368,24,94.98,1.8126,6,2
C1C2(CN(C(CC2)=O)C2C(C2)C)CCN(C1)C(c1cc(ncc1)N)=O,MOSES sample,5573,342.443,25,79.53,1.917,2,4
c1c(Br)ccc(Br)c1C(NC1CC1)=O,MOSES sample,5574,318.996,14,29.1,3.1038,2,2
CC(Cn1ccsc1=NC(=O)CNC(OC)=O)C,MOSES sample,5575,271.342,18,72.69,0.9889,4,1
Cn1cc(NS(=O)(=O)c2ccccc2Br)cn1,MOSES sample,5576,316.18,17,63.99,1.9834,3,2
c1(C)onc(C)c1CN1C2CCC(N(Cc3ccccn3)C2CC1)=O,MOSES sample,5577,340.427,25,62.47,2.45194,4,4
C(C(Nc1n(C)c(n(C)c(c1C#N)=O)=O)CC)C,MOSES sample,5578,250.302,18,79.82,0.55618,4,1
c1ccc2c(N(C(CNS(=O)(C)=O)=O)CC2)c1C(F)(F)F,MOSES sample,5579,322.308,21,66.48,1.1437,3,2
O(C(C)C)c1ncc(C(Nc2c(c3c(s2)CCCC3)C#N)=O)cc1,MOSES sample,5580,341.436,24,75.01,3.93308,4,3
CC(OC)(CNC(Cn1nnnc1C(C)(C)C)=O)C,MOSES sample,5581,269.349,19,81.93,0.5118,5,1
[nH]1c(cc(n1)-c1ccco1)C(=O)NC(c1ccc(cc1)NC(N)=O)C,MOSES sample,5582,339.355,25,126.04,2.6513,5,3
N1C(C)=C(C(c2sc(cc2)C)NC1=O)C(=O)OC,MOSES sample,5583,266.322,18,67.43,1.85742,2,2
c1(cc(c(cc1)-n1c(C)cc(c(C#N)n1)=O)OC)OC,MOSES sample,5584,271.276,20,77.14,1.4298,3,2
Brc1cc2nc(ccc2c(N)c1)C(F)(F)F,MOSES sample,5585,291.07,16,38.91,3.5983,0,2
C(=O)(N1Cc2sc(nc2CC1)NC(C1OCCC1)=O)c1ncccc1,MOSES sample,5586,358.423,25,84.42,1.8541,3,4
Cc1cc(-c2nc(CC(=O)NCc3ccccc3)no2)cc(=O)[nH]1,MOSES sample,5587,324.34,24,100.88,1.59222,5,3
C=CCNC(Nc1c(ccc(c1)Cl)OCC(N(C)C)=O)=O,MOSES sample,5588,311.769,21,70.67,2.1145,6,1
C(=O)(OCC(=O)N1CCOCC1)c1c(F)cccc1,MOSES sample,5589,267.256,19,55.84,0.8413,3,2
C(N1CCOC2(CCC2)C1)c1n2c3c(cccc3)c([nH]c2nn1)=O,MOSES sample,5590,325.372,24,75.52,1.3257,2,5
n1(ccnc1-c1nccnc1)CCc1[nH]c(c2c(cccc2)n1)=O,MOSES sample,5591,318.34,24,89.35,1.8193,4,4
c1(-c2noc(c2)C(=O)NCCNC(=O)C2CCCC2)c(cccc1)F,MOSES sample,5592,345.374,25,84.23,2.5169,6,3
NC(=O)NCc1ccc(NC(=O)c2ccc(F)c(F)c2)cc1,MOSES sample,5593,305.284,22,84.22,2.3854,4,2
n12c(ccc(c1)-c1nc(C3C4CC(CC4)C3)on1)nnc2C(F)(F)F,MOSES sample,5594,349.316,25,69.11,3.7017,2,5
O=C(Cc1c[nH]c2ncccc12)Nc1ccccc1-n1ccnc1,MOSES sample,5595,317.352,24,75.6,2.9298,4,4
c1cc(CC)ccc1NC(=O)COn1nnc2c1cc(Cl)cc2,MOSES sample,5596,330.775,23,69.04,2.7144,5,3
C(NCc1ccc(s1)-c1oc(C)cc1)(=O)c1ncccc1,MOSES sample,5597,298.367,21,55.13,3.64152,4,3
O=C(c1c(C)nn2cccnc12)N1C2CCC1CC(=O)NC2,MOSES sample,5598,299.334,22,79.6,0.53082,1,4
C(C(F)(F)F)C(NC1CN(S(=O)(C)=O)CCC1)=O,MOSES sample,5599,288.291,18,66.48,0.479,3,1
C(C)(NC(=O)c1c(cc(cc1)NC(=O)c1ccco1)Cl)C,MOSES sample,5600,306.749,21,71.34,3.3235,4,2
N1(CC(COc2c(F)cccc2OC)O)C(COCC1)C,MOSES sample,5601,299.342,21,51.16,1.2947,6,2
C1CCCc2oc(c(C)c12)C(Nc1ccc2[nH]c([nH]c2c1)=O)=O,MOSES sample,5602,311.341,23,90.89,2.88872,2,4
COc1cc(COC(=O)C2Cc3cc(F)ccc3O2)ccc1C,MOSES sample,5603,316.328,23,44.76,3.18962,4,3
c12cc(cnc1[nH]c(c2)C(=O)C)C(N1c2cc(ccc2CCC1)F)=O,MOSES sample,5604,337.354,25,66.06,3.4976,2,4
CCCN(CC1CNc2ccccc2O1)C(C)CC,MOSES sample,5605,262.397,19,24.5,3.37,6,2
C1CCC(C(C(N(C)Cc2nc(on2)C)=O)C)CC1,MOSES sample,5606,265.357,19,59.23,2.55282,4,2
CC(N(CC(NC1(CCCC1)C(OCC)=O)=O)C)=O,MOSES sample,5607,270.329,19,75.71,0.4568,5,1
Nc1c(NCc2ccccc2)ncnc1N1CCN(CCO)CC1,MOSES sample,5608,328.42,24,90.54,0.7852,6,3
CCOc1ccc(F)c(C(=O)Nc2nc(C)cs2)c1F,MOSES sample,5609,298.314,20,51.22,3.38072,4,2
C1C2CCCCN2CC(O1)CNC1=NS(=O)(=O)c2c1cccc2,MOSES sample,5610,335.429,23,71,0.9784,2,4
O=C(CCC1CCCC1)NCC1CN2CCCCC2CO1,MOSES sample,5611,294.439,21,41.57,2.3263,5,3
O=C(COc1ccc(F)cc1Cl)NCc1cscn1,MOSES sample,5612,300.742,19,51.22,2.6308,5,2
C(NC(c1ccoc1C)=O)c1ccc(c(OCC)c1)O,MOSES sample,5613,275.304,20,71.7,2.62232,5,2
CS(N1CCCC1C(=O)NCCCOc1cccc(c1)C)(=O)=O,MOSES sample,5614,340.445,23,75.71,1.30412,7,2
C(Cc1ccc(cc1)O)(=O)NCCOc1ccccc1,MOSES sample,5615,271.316,20,58.56,2.1299,6,2
C1CN(CC(N)=O)CCN1C(C1CCN(C(N(C)C)=O)CC1)=O,MOSES sample,5616,325.413,23,90.19,-0.9905,3,2
O=C(Nc1c(c(ccc1)F)N1CCOCC1)C1COCC1,MOSES sample,5617,294.326,21,50.8,1.6373,3,3
C(OC)c1ccccc1NC(=O)NCC(=O)NC(C)C,MOSES sample,5618,279.34,20,79.46,1.4791,6,1
CC(NC(NC1CCCN(C1=O)c1c(F)cccc1)=O)C,MOSES sample,5619,293.342,21,61.44,2.0287,3,2
Cc1ccccc1CC(=O)Nc1ccc(Cn2cncn2)cc1,MOSES sample,5620,306.369,23,59.81,2.81602,5,3
CC(=O)N1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,MOSES sample,5621,276.292,20,59.08,0.7196,1,3
n1c(C(N2CC=C(CC2)c2ccc(OC)cc2)=O)ccc(=O)n1CC,MOSES sample,5622,339.395,25,64.43,2.2013,4,3
CCc1n[nH]c(SC(C)C(=O)Nc2ccc(F)cc2)n1,MOSES sample,5623,294.355,20,70.67,2.6255,5,2
c1c(CNC(=O)c2nnc(o2)C2CCC2)c(ccc1)C,MOSES sample,5624,271.32,20,68.02,2.57552,4,3
c1(noc(C)c1)NC(=O)NCc1cc(ccc1)C(=O)NC(CC)C,MOSES sample,5625,330.388,24,96.26,2.83302,6,2
S(CC(=O)OCC(C)C)c1sc(NC(C)=O)nn1,MOSES sample,5626,289.382,18,81.18,1.7878,6,1
C(C(=O)NCC(OCC)=O)n1c2ccccc2nc1CO,MOSES sample,5627,291.307,21,93.45,0.2079,6,2
s1c(C)ccc1CNC(=O)C1CN(C(=O)C1)c1ccccc1OC,MOSES sample,5628,344.436,24,58.64,2.73442,5,3
n1(cnc2n(C)ncc2c1=O)CC(=O)Oc1c(cc(Cl)cc1)C,MOSES sample,5629,332.747,23,79.01,1.69742,3,3
COc1ccc(CNC(=O)C(C)(C)C)cc1OC,MOSES sample,5630,251.326,18,47.56,2.3661,4,1
Fc1c(cc(-c2ccc(cc2)S(=O)(N)=O)cc1)OC,MOSES sample,5631,281.308,19,69.39,2.1487,3,2
c1scc(c1)CC(=O)Nc1cccc(c1)Br,MOSES sample,5632,296.189,16,29.1,3.6918,3,2
CC1CN(C2CCN(C(=O)NCCCn3cncn3)CC2)CCO1,MOSES sample,5633,336.44,24,75.52,0.5629,5,3
c1c(occ1)-c1n(-c2ccc3c(c2)nccn3)ncc1,MOSES sample,5634,262.272,20,56.74,3.0755,2,4
c1(CNC(=O)c2c(c3c(cccc3)o2)C)ccc(cc1)NC(=O)N,MOSES sample,5635,323.352,24,97.36,3.16182,4,3
n1ccc(c(F)c1)C(=O)Nc1nc2c(cc(cc2)C)s1,MOSES sample,5636,287.319,20,54.88,3.39112,2,3
c1(ccc(OC)c(c1)S(=O)(NCc1cccnc1)=O)NC(=O)C,MOSES sample,5637,335.385,23,97.39,1.5271,6,2
Cc1csc(CCNC(=O)c2ccc(Br)cc2)n1,MOSES sample,5638,325.231,18,41.99,3.18652,4,2
n1c2sc(nn2c(c(c1COC(=O)COC)C)=O)C1CCCC1,MOSES sample,5639,337.401,23,82.79,1.80662,5,3
O=C(c1[nH]c(C)c(c1C)C(=O)OCC)CNc1c(cccc1)C,MOSES sample,5640,314.385,23,71.19,3.41146,6,2
O=C(NCc1ccncc1)C1CC12CCN(C(=O)NC1CCCC1)C2,MOSES sample,5641,342.443,25,74.33,2.062,4,4
Fc1ccc(F)cc1CNCc1ncc(-c2cccnc2)s1,MOSES sample,5642,317.364,22,37.81,3.7731,5,3
Cc1cc(c(OC)c(c1)C)C(CC1(O)c2cc(Cl)ccc2NC1=O)=O,MOSES sample,5643,359.809,25,75.63,3.37814,4,3
c1cc(ccc1F)CN(C(=O)c1cscn1)C1CC1,MOSES sample,5644,276.336,19,33.2,3.087,4,3
Cc1n[nH]c(C)c1CCC(=O)NC(c1ccccc1)c1ccncc1,MOSES sample,5645,334.423,25,70.67,3.25994,6,3
c1(ccc(C(C)C)cc1)S(N(C)CC(NC)=O)(=O)=O,MOSES sample,5646,284.381,19,66.48,1.1765,5,1
c1(c2c(CCC2)n(C(C)C)n1)C(Nc1ncc(N(C)C)cc1)=O,MOSES sample,5647,313.405,23,63.05,2.666,4,3
CCN(CC(=O)NCc1ccc(F)cc1)C(=O)c1ccsc1,MOSES sample,5648,320.389,22,49.41,2.6657,6,2
c1ncn(c1)Cc1ccc(CNC(=O)c2cc(F)ccc2F)cc1,MOSES sample,5649,327.334,24,46.92,3.1396,5,3
c1cc(ccc1-c1c(cno1)C(=O)C)S(=O)(C)=O,MOSES sample,5650,265.29,18,77.24,1.9477,3,2
N(C(c1ccccc1)C(=O)Nc1nccs1)C(c1ccco1)=O,MOSES sample,5651,327.365,23,84.23,2.8459,5,3
c1(C(C)N(Cc2ccc(C)cc2)C)nc2c(c(=O)[nH]c(=O)n2C)[nH]1,MOSES sample,5652,327.388,24,86.78,1.45132,4,3
CCC1Oc2ccc(N)cc2N(CC(=O)OC(C)C)C1=O,MOSES sample,5653,292.335,21,81.86,1.7244,4,2
CN(CC(O)C1CC1)C(=O)c1ccc(-c2ccco2)[nH]c1=O,MOSES sample,5654,302.33,22,86.54,1.4778,5,3
C(N1C(=O)C2C(C2)CN(Cc2cccs2)C1C)c1ccncc1,MOSES sample,5655,327.453,23,36.44,2.9696,4,4
CN(C)C(=O)c1ccc(CNC(N2CCC(CC(N)=O)CC2)=O)cc1,MOSES sample,5656,346.431,25,95.74,1.1854,5,2
C(NC(=O)c1[nH]nc2c1CCCC2)c1nc(sc1C)C,MOSES sample,5657,290.392,20,70.67,2.29184,3,3
c1(C(C)C)ccccc1N1CC(CCC1)N1CCCC1=O,MOSES sample,5658,286.419,21,23.55,3.4012,3,3
c1nn(c(c1)CN(C)S(=O)(N1CCC(C(C)(C)C)CC1)=O)C,MOSES sample,5659,328.482,22,58.44,1.8548,4,2
Cc1cc(C(=O)OCC(=O)NCCc2ccccc2)c(C)o1,MOSES sample,5660,301.342,22,68.54,2.41214,6,2
c1cc(OC(F)F)ccc1NC(=O)NCCC(N1CCCC1)=O,MOSES sample,5661,327.331,23,70.67,2.422,6,2
COc1cc(C)ccc1OCC(=O)Nc1cc[nH]n1,MOSES sample,5662,261.281,19,76.24,1.74422,5,2
c1c(ccc(c1)C(=O)CCC(=O)NCC1CC1)CC,MOSES sample,5663,259.349,19,46.17,2.7381,7,2
C(C(Nc1c(C(NCCO)=O)cccc1)=O)C(C)C,MOSES sample,5664,264.325,19,78.43,1.3933,6,1
c1ccccc1C1(C(=O)OCC(=O)NC)c2ccccc2N(C1=O)C,MOSES sample,5665,338.363,25,75.71,1.2383,4,3
O(c1cccc(c1)CNC(N1CCOCC1)=O)Cc1cc1cccc1,MOSES sample,5666,,,,,,
C(=O)(C1CN(c2ccccc2C(N2CC3CCC2C3)=O)C(C1)=O)OC,MOSES sample,5667,342.395,25,66.92,1.837,3,4
N(C(CNC(=O)OC(C)(C)C)=O)Cc1ccncc1,MOSES sample,5668,265.313,19,80.32,1.2225,4,1
N1(C(=O)C)CCN(CC1)CCOc1c2c(cccc2)ccc1,MOSES sample,5669,298.386,22,32.78,2.3827,4,3
C1CN(C(CCC1)c1nn(C)cc1Cl)C(Cc1cccs1)=O,MOSES sample,5670,337.876,22,38.13,3.8214,3,3
c1cc(CNC(=O)N)ccc1C(Nc1ccccc1)=O,MOSES sample,5671,269.304,20,84.22,2.1072,4,2
N1CCN(CC1)C(C(Sc1nccn1C)C)=O,MOSES sample,5672,254.359,17,50.16,0.3325,3,2
CCc1ccccc1OCC(=O)NCc1cccnc1N1CCOCC1,MOSES sample,5673,355.438,26,63.69,2.1758,7,3
Cc1csc(C(C#N)C(=O)COc2ccc3ccccc3c2)n1,MOSES sample,5674,322.389,23,62.98,3.86,5,3
Cc1cnc(NC(=O)CSc2nncn2-c2ccccc2C)s1,MOSES sample,5675,345.453,23,72.7,3.07144,5,3
CC(C)CCCC1CN(C(=O)c2cc(C3CC3)on2)CCO1,MOSES sample,5676,306.406,22,55.57,3.2193,6,3
n1c2c(c(no2)C(=O)OCC)c(N)nc1SCc1ccccc1,MOSES sample,5677,330.369,23,104.13,2.669,5,3
n1(c(=O)c2c(cn1)nccc2)CC(N(C)C1CCCCC1)=O,MOSES sample,5678,300.362,22,68.09,1.5826,3,3
C1C(CCN(C(OC)=O)C1)NC(C1(CCCC1)C#N)=O,MOSES sample,5679,279.34,20,82.43,1.41738,2,2
c1(=O)cc2nc(cc(n2[nH]1)C)-c1ccc(OC)c(SC)c1,MOSES sample,5680,301.371,21,59.39,2.72852,3,3
COC(=O)C1CCN(C(=O)C(C)Oc2cccc(Cl)c2)CC1,MOSES sample,5681,325.792,22,55.84,2.5189,4,2
C=CCCCN(C(=O)c1cnc2ccccn2c1=O)c1ccccc1,MOSES sample,5682,333.391,25,54.68,3.3075,6,3
Fc1ccc2c(c1)c(CCNC(N1CC(OCC1)(C)C)=O)c[nH]2,MOSES sample,5683,319.38,23,57.36,2.6699,3,3
Cc1ccc2ncc(C(=O)NCCNC(=O)C(C)C)n2c1,MOSES sample,5684,288.351,21,75.5,1.14472,5,2
Cc1ccc(NC(=O)CC2(Cn3cnnn3)CCCCC2)nc1,MOSES sample,5685,314.393,23,85.59,2.35582,5,3
c1(c(NC(=O)COc2ccccc2C#N)cccc1)CC,MOSES sample,5686,280.327,21,62.12,3.13818,5,2
COC(=O)c1ccc(NC(=O)Cn2c(C)cc(C)c(C#N)c2=O)cc1,MOSES sample,5687,339.351,25,101.19,1.76212,4,2
C(C)(C(=O)NC1CCC(CC1)CC)OCCOC,MOSES sample,5688,257.374,18,47.56,2.1229,7,1
